name,short_code,type,region,district,latitude,longitude,zone
VICTORY,113549-0,private,Arusha,Arusha CC,-3.37681,36.70717,northern
VICTORY,122736-2,private,Tanga,Tanga CC,-5.09901,39.08617,coastal
VICTORY,122152-2,private,Katavi,Mpanda MC,-6.33713,31.072472,shighland
VICTORY,124562-0,private,Lindi,Ruangwa DC,-10.06518,38.92746,southern
Vidunda,108250-2,public,Morogoro,Kilosa DC,-7.59684,36.96082,coastal
VIDUNDA MISSION,108251-0,private,Morogoro,Kilosa DC,-7.59717,36.96466,coastal
VIGWAZA,108252-8,public,Pwani,Chalinze DC,-6.67562,38.6177,coastal
VIHINGO,108254-4,public,Pwani,Kisarawe DC,-6.89578,38.71926,coastal
VIHINGO,108253-6,public,Dodoma,Kongwa DC,-6.185101,36.710315,central
VIKAWE,108459-9,public,Pwani,Kibaha TC,-6.66309,39.0486,coastal
VIKINDU,108258-5,public,Pwani,Mkuranga DC,-7.00672,39.2991,coastal
VIKONGE,122260-3,public,Katavi,Tanganyika DC,-6.18651,30.98739,shighland
Vikonje,108259-3,public,Dodoma,Dodoma CC,-6.103232,35.974299,central
VIKUGE,108260-1,public,Pwani,Kibaha DC,-6.78061,38.8622,coastal
VIKULA,110983-4,public,Iringa,Mufindi DC,-8.31285,35.55093,shighland
VIKUMBURU,108261-9,public,Pwani,Kisarawe DC,-7.43565,38.59592,coastal
VIKUNAI MEDICAL,125223-8,private,Dar Es Salaam,Temeke MC,-6.91139,39.30183,coastal
VIKURUTI,122297-5,public,Pwani,Kibaha DC,-6.67186,38.76303,coastal
VILABWA,111477-6,public,Pwani,Kisarawe DC,-6.96553,38.71534,coastal
VILIMAVITATU,108262-7,public,Manyara,Babati DC,-3.77939,35.86214,northern
VING'ANDI,108663-6,public,Pwani,Kisarawe DC,-7.25857,38.32657,coastal
VINGUNGUTI,108265-0,public,Dar Es Salaam,Ilala MC,-6.84832,39.22546,coastal
VIP,109598-3,private,Iringa,Iringa MC,-7.77615,35.69363,shighland
VIRA,112416-3,private,Ruvuma,Songea MC,-10.6746,35.6281,shighland
VISAKAZI,114762-8,public,Pwani,Chalinze DC,-6.63343,38.03728,coastal
VISARAKA,110804-2,public,Morogoro,Morogoro DC,-6.823992,38.18662,coastal
VISEZI,108269-2,public,Pwani,Chalinze DC,-6.74423,38.6316,coastal
VISHAK SIR,124614-9,private,Dar Es Salaam,Temeke MC,-6.94407,30.23321,coastal
VISIGA,108270-0,public,Pwani,Kibaha TC,-6.73373,38.7956,coastal
VISIGA,113759-5,public,Pwani,Kisarawe DC,-7.31318,38.79243,coastal
VISIGA SEMINARY,108271-8,private,Pwani,Kibaha TC,-6.73027,38.80461,coastal
VISION,124131-4,private,Arusha,Meru DC,-3.37538,36.76402,northern
VISION 360,112629-1,private,Dar Es Salaam,Ilala MC,-6.81616,39.28648,coastal
VISION 4 ALL EYE CARE CENTRE,124030-8,private,Kilimanjaro,Mwanga DC,-3.50601,37.69085,northern
VISION CARE,112316-5,private,Arusha,Arusha CC,-3.37181,36.68789,northern
VISION CARE,110773-9,private,Dar Es Salaam,Kinondoni MC,-6.76942,39.21891,coastal
VISION CARE,123188-5,private,Arusha,Arusha CC,-3.39788,36.70476,northern
VISION CARE - SINGIDA BRANCH,113183-8,private,Singida,Singida MC,-4.81638,34.75117,central
VISION CARE -GOBA BRANCH,121639-9,private,Dar Es Salaam,Ubungo MC,,,coastal
VISION DIAGNOSTIC CENTRE,121668-8,private,Ruvuma,Songea DC,,,shighland
VISION PERFECT LIMITED,112318-1,private,Arusha,Arusha CC,-3.37217,36.69415,northern
VISION PLUS LTD,111437-0,private,Dar Es Salaam,Ilala MC,-6.8183,39.28722,coastal
VISION PLUS LTD,112806-5,private,Dar Es Salaam,Kinondoni MC,-6.7497,39.24018,coastal
VISION PLUS LTD,110485-0,private,Dar Es Salaam,Kinondoni MC,,,coastal
VISTENSA,122275-1,private,Mara,Butiama DC,-1.67473,34.31167,lake
VITI,111085-7,public,Tanga,Lushoto DC,-4.65726,38.25412,coastal
VITOLIANY,114708-1,private,Kigoma,Kasulu TC,-4.556862,30.048223,central
VITULI,110021-3,public,Morogoro,Morogoro MC,-6.713611,37.645482,coastal
VIVAH,121425-3,private,Pwani,Mkuranga DC,-7.00458,39.3084,coastal
VIVIAN,122066-4,private,Tabora,Igunga DC,-4.290228,33.84805,central
VIVIANI,123309-7,private,Mbeya,Mbarali DC,-8.82588,33.85386,shighland
VIWANJASITINI,114012-8,public,Morogoro,Mlimba DC,-8.81475,35.80865,coastal
VIZIWAZIWA,108273-4,public,Pwani,Kibaha TC,-6.79182,38.9069,coastal
VOH,122976-4,private,Dar Es Salaam,Ilala MC,-6.96584,39.098003,coastal
VOH MEDICAL CLINIC,120387-6,private,Mwanza,Nyamagana MC,-2.58406,32.92074,lake
VOICE OF VICTORY,111010-5,private,Kilimanjaro,Moshi MC,-3.35499,37.34988,northern
VOTRE,122814-7,private,Dar Es Salaam,Ubungo MC,-6.78891,39.05432,coastal
VTG COMPANY LIMITED,121661-3,private,Dar Es Salaam,Ilala MC,,,coastal
VUAGHA,108275-9,public,Kilimanjaro,Mwanga DC,-3.71611,37.68628,northern
VUCHAMA NDAMBWE,108276-7,public,Kilimanjaro,Mwanga DC,-3.69149,37.62164,northern
VUCHAMA NGOFI,108277-5,public,Kilimanjaro,Mwanga DC,-3.59034,37.669,northern
VUGA,108280-9,public,Tanga,Bumbuli DC,-4.90628,38.33839,coastal
Vuga,122708-1,private,Tanga,Muheza DC,,,coastal
VUGIRI,108281-7,public,Tanga,Korogwe DC,-5.074554,38.454214,coastal
VUGWAMA,114070-6,public,Kilimanjaro,Same DC,-4.414578,37.953847,northern
VUJU,122772-7,public,Tanga,Kilindi DC,-5.92522,37.29557,coastal
VUMARI,108284-1,public,Kilimanjaro,Same DC,-4.02352,37.7355,northern
VUMILIA,108285-8,public,Tabora,Urambo DC,-5.06774,31.92634,central
VUMILIA,114961-6,public,Tabora,Urambo DC,-5.06802,31.94267,central
VUMILIA UKOONI,121516-9,public,Dar Es Salaam,Kigamboni MC,-6.94532,39.43151,coastal
VUNGU,125088-5,private,Songwe,Mbozi DC,-9.15125,32.99479,shighland
VUNJA,124105-8,private,Morogoro,Mvomero DC,-6.13778,37.63875,coastal
VUNTA,108286-6,public,Kilimanjaro,Same DC,-4.50082,37.9804,northern
VUO,108287-4,public,Tanga,Mkinga DC,-4.80556,39.15088,coastal
VYADIGWA,108290-8,public,Tanga,Kilindi DC,-5.79737,37.51786,coastal
VYERU,108292-4,public,Tanga,Mkinga DC,-4.95496,39.1382,coastal
WAAMA,108294-0,private,Manyara,Hanang DC,-4.75149,35.4252,northern
WAARABU MEDICAL HEALTH,123834-4,private,Dar Es Salaam,Kigamboni MC,-6.82262,39.30251,coastal
WACHAWASEME,122927-7,public,Tabora,Kaliua DC,-5.06212,31.37712,central
WACHAWASEME,113376-8,public,Katavi,Mlele DC,-6.73459,31.99464,shighland
WADOWE MEDICAL,123870-8,private,Dar Es Salaam,Ilala MC,-6.84712,39.16029,coastal
Wadugu,123825-2,private,Morogoro,Ulanga DC,,,coastal
WAEBRANIA,110675-6,private,Dar Es Salaam,Ilala MC,-6.90738,39.15209,coastal
WAGETE,108295-7,public,Mara,Serengeti DC,-1.915318,34.383919,lake
WAIFURAHA,122338-7,private,Arusha,Arusha CC,,,northern
WAILES,108296-5,private,Dar Es Salaam,Ilala MC,-6.813861,39.285857,coastal
WAIRO,122713-1,public,Dodoma,Chemba DC,-5.15832,35.52354,central
WAJA,111239-0,private,Geita,Geita TC,-2.87301,32.26574,lake
WAKURU,114559-8,private,Dar Es Salaam,Temeke MC,-6.86103,39.26197,coastal
WAKWETU,121071-5,private,Mtwara,Masasi DC,,,southern
WALLA,108299-9,public,Mwanza,Kwimba DC,-2.85771,33.34991,lake
WALTER,108300-5,private,Dar Es Salaam,Temeke MC,-6.8703701,39.26174,coastal
Wamaha laboratory,122082-1,private,Songwe,Momba DC,,,shighland
WAMBAJE MICO MEDICAL LABS AND CONSULTATION,120668-9,private,Dar Es Salaam,Kinondoni MC,,,coastal
WAMBELE,123375-8,private,Tanga,Muheza DC,,,coastal
WAMBELE,112131-8,private,Mwanza,Nyamagana MC,-2.53248,32.912464,lake
WAMBI,111736-5,private,Iringa,Mafinga TC,-8.30218,35.29449,shighland
WAMBISHE,114307-2,public,Mbeya,Mbeya DC,-8.85368,33.74115,shighland
WAMI DAKAWA,108305-4,public,Morogoro,Mvomero DC,-6.4358,37.5342,coastal
WAMI KUU,108306-2,public,Morogoro,Mvomero DC,-6.39623,37.46481,coastal
WAMI MBIGIRI,110881-0,public,Morogoro,Mvomero DC,-6.46306,37.48952,coastal
WAMI VIJANA,108308-8,public,Morogoro,Mvomero DC,-6.36717,37.4422,coastal
WAMIMBALWE,114473-2,public,Iringa,Mufindi DC,-8.3693,35.6133,shighland
Wampembe,108309-6,public,Rukwa,Nkasi DC,-7.8,30.783333,shighland
WAMSELE,123054-9,private,Dodoma,Dodoma CC,-6.17307,35.89452,central
WANGAMA,109272-5,public,Iringa,Iringa DC,-7.81357,35.78837,shighland
WANGAMA,108310-4,public,Njombe,Wanging'ombe DC,-9.171542,34.478783,shighland
WANGI,108312-0,public,Dodoma,Mpwapwa DC,-6.73979,36.2795,central
Wanging'ombe DC,124775-8,public,Njombe,Wanging'ombe DC,,,shighland
WANGUTWA,108314-6,public,Njombe,Wanging'ombe DC,-8.908379,34.673648,shighland
WANJIRO,113626-6,private,Arusha,Arusha CC,-3.416383,36.704574,northern
WANYERE,108315-3,public,Mara,Musoma DC,-1.84595,33.72932,lake
WANZANI,113846-0,public,Songwe,Songwe DC,-8.59321,33.03327,shighland
WARANGA,108317-9,public,Manyara,Hanang DC,-4.77884,35.49749,northern
WARIDI GENERAL,111699-5,private,Kigoma,Kasulu TC,-4.57144,30.10305,central
WARIKU,102325-8,public,Mara,Bunda TC,-1.93633,33.7778,lake
WARIKU,121306-5,public,Mara,Bunda TC,-1.93808,33.80002,lake
WASA,108319-5,public,Iringa,Iringa DC,-8.12767,35.23497,shighland
WASA RC,109284-0,private,Iringa,Iringa DC,-8.12224,35.23997,shighland
WASAFI OPTICAL CARE,112903-0,private,Kilimanjaro,Moshi MC,,,northern
WASSA,109944-9,public,Songwe,Mbozi DC,-9.031262,32.80856,shighland
WASSO,108321-1,private,Arusha,Ngorongoro DC,-2.06541,35.56342,northern
WATENDE,113118-4,private,Singida,Singida MC,,,central
Watende,121798-3,private,Singida,Singida MC,,,central
WATER OF LIFE,112586-3,private,Dar Es Salaam,Kinondoni MC,,,coastal
WATEULE,122150-6,private,Mbeya,Mbeya DC,-8.93858,33.34984,shighland
WAWATA,125178-4,private,Geita,Geita DC,-3.00436,31.55724,lake
WAYALLA CHARITABLE,121270-3,private,Mwanza,Ilemela MC,-2.54146,33.00622,lake
WAZAZI,108330-2,private,Manyara,Babati TC,-4.21754,35.74931,northern
WAZAZI DUTWA,109219-6,private,Simiyu,Bariadi DC,-2.51146,33.96864,lake
WAZAZI MAGUGU,108339-3,private,Manyara,Babati DC,-3.99993,35.77722,northern
WAZAZI MSONGA,108343-5,private,Geita,Bukombe DC,-3.46685,31.89468,lake
WAZAZI NKOMO,109197-4,private,Geita,Bukombe DC,-3.46442,31.89867,lake
WAZAZI NYANDEKWA,110112-0,private,Shinyanga,Kahama MC,-3.90947,32.503727,lake
WAZAZI TINDE,108351-8,private,Shinyanga,Shinyanga DC,-3.87631,33.19516,lake
WAZAZI-BINZA,108353-4,private,Simiyu,Maswa DC,-3.18344,33.77966,lake
WAZIRI,108159-5,private,Morogoro,Kilosa DC,-6.79576,36.9826,coastal
WAZO,108354-2,public,Dar Es Salaam,Kinondoni MC,-6.67195,39.16865,coastal
WAZO,112579-8,private,Dar Es Salaam,Kinondoni MC,,,coastal
WAZO HILL,113476-6,private,Dar Es Salaam,Kinondoni MC,-6.67719,39.15678,coastal
WAZOGO,124984-6,private,Dar Es Salaam,Temeke MC,-6.88991,39.22345,coastal
WAZOLE,113226-5,private,Tanga,Pangani DC,-5.42797,38.97155,coastal
WDA,111226-7,private,Arusha,Karatu DC,-3.584101,35.610607,northern
WE CARE,113282-8,private,Pwani,Bagamoyo DC,-6.59041,39.05929,coastal
We Care,122093-8,private,Dar Es Salaam,Kinondoni MC,,,coastal
WE CARE HEALTH MEDICAL,123547-2,private,Tanga,Handeni TC,-5.42739,38.02121,coastal
WECARE,123967-2,private,Dar Es Salaam,Ubungo MC,-6.79815,39.18561,coastal
WEGERO,108355-9,public,Mara,Butiama DC,-1.610912,34.194872,lake
WEIGITA,120819-8,public,Mara,Tarime DC,,,lake
WEJO,124949-9,private,Manyara,Babati TC,-4.20691,35.74201,northern
WELA,115046-5,public,Shinyanga,Kishapu DC,-3.62319,33.36921,lake
WELAMASONGA,108356-7,public,Mwanza,Magu DC,-2.57588,33.11337,lake
WELEDI,122149-8,private,Arusha,Arusha CC,,,northern
WELELA,114093-8,public,Njombe,Njombe DC,-9.01186,34.78622,shighland
WELINESS,113623-3,private,Arusha,Arusha CC,-3.386351,36.660058,northern
WELL POINT,110919-8,private,Arusha,Arusha CC,-3.40508,36.705694,northern
WELLA,108357-5,public,Tabora,Nzega DC,-4.157638,33.303728,central
WELLCARE,124879-8,private,Geita,Bukombe DC,-3.26452,31.53412,lake
WELLU 1,109905-0,public,Songwe,Mbozi DC,-9.06512,32.83916,shighland
WELLU II,109978-7,public,Songwe,Mbozi DC,-9.012171,33.110945,shighland
WEMA,114948-3,public,Tabora,Urambo DC,-5.18309,32.12898,central
WEMA,122801-4,private,Mbeya,Mbarali DC,,,shighland
WEMA,111947-8,private,Kagera,Bukoba MC,-1.33079,31.80549,lake
WEMA,112400-7,private,Geita,Geita DC,-3.006552,31.928967,lake
WEMA,111344-8,private,Dar Es Salaam,Ubungo MC,-6.79164,39.1472,coastal
WEMA,120967-5,private,Songwe,Mbozi DC,-8.97138,33.12517,shighland
Wema,121886-6,private,Singida,Ikungi DC,,,central
WEMA HEALTH,122655-4,private,Kagera,Karagwe DC,-1.73252,30.96601,lake
WEMBERE,108360-9,private,Singida,Iramba DC,-4.30743,34.27385,central
WEMBERE,122505-1,public,Singida,Iramba DC,-4.31621,34.26981,central
Wena Care Mapinga.,122753-7,private,Pwani,Bagamoyo DC,,,coastal
WENDA HIGH SCHOOL,121186-1,private,Mbeya,Mbeya DC,-8.56222,33.19599,shighland
WENDE,108362-5,public,Njombe,Njombe TC,-9.344448,34.796345,shighland
Wendele,114702-4,public,Shinyanga,Kahama MC,-3.76316,32.43334,lake
WENJE,108363-3,public,Ruvuma,Tunduru DC,-11.55908,36.91672,shighland
WERU,108364-1,public,Iringa,Iringa DC,-7.84844,35.49339,shighland
WERUWERU,108365-8,public,Kilimanjaro,Hai DC,-3.419409,37.299403,northern
WERUWERU RIVER,112278-7,private,Kilimanjaro,Hai DC,-3.32599,37.26114,northern
WESTLAND,121586-2,private,Dar Es Salaam,Ilala MC,,,coastal
WETO,113600-1,private,Arusha,Ngorongoro DC,-2.295109,35.691096,northern
WHITE HOPE,112323-1,private,Pwani,Kibaha TC,-6.74841,38.89268,coastal
WHITE PEARL DENTAL,125157-8,private,Mwanza,Nyamagana MC,-2.51402,32.90798,lake
WIBIA,108368-2,public,Singida,Ikungi DC,-4.99998,34.80879,central
WIGELEKELO,114569-7,public,Simiyu,Maswa DC,-3.284203,33.579656,lake
WIGO,123553-0,public,Geita,Geita DC,-3.20941,32.28441,lake
WIKICHI,108369-0,public,Njombe,Njombe TC,-9.332547,34.694429,shighland
WILHEM M-,124526-5,private,Mbeya,Rungwe DC,-9.14856,33.84245,shighland
WILIKO,108370-8,public,Dodoma,Chamwino DC,-6.665385,35.764371,central
WILL'S MEMORIAL,101286-3,private,Mara,Tarime DC,-1.255731,34.464031,lake
WILLE,113854-4,private,Morogoro,Gairo DC,-6.15251,36.87388,coastal
WILLIAMSON DIAMONDS,105805-6,public,Shinyanga,Kishapu DC,-3.53658,33.60056,lake
WILLY CARE,122132-4,private,Singida,Manyoni DC,,,central
WILOLESI,111554-2,private,Iringa,Mafinga TC,-8.296405,35.287103,shighland
WILOLESI GENERAL MEDICAL,112415-5,private,Ruvuma,Songea MC,-10.6651,35.6519,shighland
WILUNZE,108371-6,public,Dodoma,Chamwino DC,-6.127665,36.228355,central
WIMBA MAHANGO,109573-6,public,Mbeya,Mbarali DC,-8.722,33.65655,shighland
Wina,122117-5,private,Dodoma,Kongwa DC,,,central
WINDE,113122-6,private,Singida,Singida MC,-4.82453,34.76455,central
WINO,108373-2,public,Ruvuma,Madaba DC,-9.83659,35.3372,shighland
WINZA,108374-0,public,Dodoma,Mpwapwa DC,-7.02305,36.36015,central
WIPANGA,110163-3,public,Rukwa,Sumbawanga MC,-7.872532,31.630966,shighland
WISDOM,112218-3,private,Dodoma,Dodoma CC,-6.1399,35.81956,central
WISOLELE,114777-6,public,Shinyanga,Msalala DC,-3.5194583,32.488438,lake
WITA,108375-7,public,Tabora,Nzega DC,,,central
WITNESS HEALTH CARE,122266-0,private,Dar Es Salaam,Ilala MC,-6.2765,39.6121,coastal
WITO PRINMART,111534-4,private,Mbeya,Kyela DC,-9.57221,33.77159,shighland
WITULO,112914-7,private,Iringa,Iringa MC,,,shighland
WITULO,122126-6,private,Njombe,Ludewa DC,,,shighland
Wiyenzele,108376-5,public,Dodoma,Mpwapwa DC,-6.87342,36.11848,central
WIZETWI,123742-9,private,Dar Es Salaam,Temeke MC,-6.92261,39.27371,coastal
WOTCHAS HEALTH CARE,122290-0,private,Dar Es Salaam,Temeke MC,-6.53112,39.15152,coastal
WOTTA,108379-9,public,Dodoma,Mpwapwa DC,-6.68232,36.29503,central
WUKIRO,111251-5,public,Ruvuma,Mbinga DC,-10.934477,34.85936,shighland
XNJOVU,114315-5,private,Dar Es Salaam,Ilala MC,-6.93437,39.12427,coastal
Y&M EXPRESS LIMITED,121149-9,private,Dar Es Salaam,Kinondoni MC,-6.77115,39.26151,coastal
Y-LABORATORY,112902-2,private,Geita,Chato DC,-2.6385067,31.766903,lake
YAEDA CHINI,108381-5,public,Manyara,Mbulu DC,-3.974275,35.171024,northern
YAKOBI,108383-1,public,Njombe,Njombe TC,-9.417109,34.940776,shighland
YALA,123383-2,public,Songwe,Momba DC,-8.77429,32.44662,shighland
YALE YALE PUNA,110689-7,public,Dar Es Salaam,Kigamboni MC,-7.069186,39.53304,coastal
YAM MEDICAL,122999-6,private,Shinyanga,Shinyanga MC,-3.66485,33.41384,lake
YAMANI,120270-4,private,Dar Es Salaam,Kigamboni MC,,,coastal
YAMU,108525-7,private,Kilimanjaro,Moshi DC,-3.33485,37.44995,northern
YARUKI,123934-2,private,Morogoro,Kilosa DC,,,coastal
YASI,111709-2,private,Mara,Butiama DC,-1.76412,33.96943,lake
YEKA,125159-4,private,Singida,Iramba DC,-4.40659,35.35941,central
YENZEBWE,111767-0,public,Songwe,Ileje DC,-9.24441,33.13481,shighland
YJ BANANA,121954-2,private,Dar Es Salaam,Ilala MC,,,coastal
YMCA,108621-4,private,Kilimanjaro,Moshi MC,-3.34205,37.34399,northern
YOLLAS,123666-0,private,Dar Es Salaam,Kinondoni MC,-6.78633,39.24761,coastal
YOMBO,108388-0,public,Pwani,Bagamoyo DC,-6.58142,38.85032,coastal
YOMBO UFUNDI,108390-6,public,Dar Es Salaam,Ilala MC,-6.86042,39.2365,coastal
YOMBOLUKINGA,115320-4,public,Pwani,Kisarawe DC,-7.32264,38.71193,coastal
YONGWE,110575-8,public,Dar Es Salaam,Ilala MC,-6.999857,39.123364,coastal
YOUHEAL,123183-6,private,Arusha,Arusha CC,-3.38578,36.72323,northern
YUAJA,112936-0,private,Kigoma,Kigoma Ujiji MC,-4.85914,29.64697,central
YUDA,124120-7,private,Njombe,Makete DC,-8.97618,33.95361,shighland
YUFAMILI.,124397-1,private,Singida,Singida MC,-4.82874,34.72133,central
YUHAI,124171-0,private,Shinyanga,Kahama MC,-3.85057,32.63034,lake
YULANSONI,108393-0,private,Singida,Mkalama DC,-4.38115,34.57289,central
YUSTAR,122597-8,private,Dar Es Salaam,Ilala MC,-7.00096,39.15633,coastal
YUSTO,113883-3,private,Morogoro,Gairo DC,-6.13863,36.85954,coastal
YUSUPH,125180-0,private,Geita,Bukombe DC,-3.35031,31.53196,lake
ZABRON HEALTH,123012-7,private,Katavi,Tanganyika DC,-6.57993,30.90783,shighland
ZABURI HEALTH CARE,124163-7,private,Geita,Geita DC,-3.01183,31.93621,lake
ZACC,109710-4,private,Arusha,Monduli DC,-3.37109,35.84592,northern
ZACCI,100333-4,private,Arusha,Karatu DC,-3.34605,35.63338,northern
ZACHYNDA,124179-3,private,Tabora,Igunga DC,-4.05317,33.48749,central
ZACI,101350-7,private,Manyara,Mbulu TC,-3.855185,35.543867,northern
ZACI ILKIDING'A,109693-2,private,Arusha,Arusha DC,-3.32286,36.68443,northern
ZAFA,112247-2,private,Morogoro,Mvomero DC,-6.44994,37.52562,coastal
ZAGAYU,108400-3,public,Simiyu,Itilima DC,-2.97572,33.7718,lake
ZAI HEALTH LABORATORY,122688-5,private,Pwani,Bagamoyo DC,-6.54049,38.99123,coastal
ZAIDI   MEDICAL CENTRE,125225-3,private,Kagera,Karagwe DC,-1.59707,31.13992,lake
ZAIFA,113751-2,private,Dar Es Salaam,Temeke MC,-6.87127,39.26371,coastal
ZAINABU DISPENSARY,120378-5,private,Dodoma,Kondoa TC,-4.91215,35.80981,central
Zainabya,108402-9,private,Dar Es Salaam,Ilala MC,-6.81571,39.27314,coastal
ZAJILWA,108403-7,public,Dodoma,Chamwino DC,-5.484135,36.099494,central
ZAKARIA,124388-0,private,Pwani,Kibaha TC,-6.72375,38.94822,coastal
ZALU MEDICAL,123567-0,private,Mtwara,Newala TC,-10.64175,39.23765,southern
ZAMARAN HS,122088-8,private,Dar Es Salaam,Ilala MC,,,coastal
ZAMAX,113105-1,private,Simiyu,Busega DC,-2.24201,33.85366,lake
ZAMZAM,113012-9,private,Kigoma,Kigoma Ujiji MC,-4.91416,29.67856,central
ZANGO HEALTH CARE,111806-6,private,Dar Es Salaam,Temeke MC,-6.94848,39.22749,coastal
ZANGO ZAIDI,123756-9,private,Dar Es Salaam,Temeke MC,-6.94848,39.22749,coastal
Zanka,108407-8,public,Dodoma,Bahi DC,-5.844277,35.762478,central
ZANOFA,123506-8,private,Tanga,Tanga CC,-5.10652,39.03965,coastal
ZANZUI,108408-6,public,Simiyu,Itilima DC,-2.96341,33.81108,lake
ZASCO,122247-0,private,Shinyanga,Kahama MC,-3.83274,32.59666,lake
ZASHE,108409-4,public,Kigoma,Kigoma DC,-4.506519,29.654637,central
ZAWA,123981-3,public,Simiyu,Maswa DC,-3.01333,33.61833,lake
ZEBEYA,108410-2,public,Simiyu,Maswa DC,-3.20148,34.01668,lake
ZEBRA,110921-4,private,Arusha,Arusha CC,-3.366802,36.684627,northern
ZEDDY,114432-8,private,Mwanza,Nyamagana MC,,,lake
ZEGE,108702-2,public,Tanga,Korogwe DC,-4.968431,38.415622,coastal
ZEGERO,108411-0,public,Pwani,Kisarawe DC,-7.00034,38.71559,coastal
Zejele,108412-8,public,Dodoma,Bahi DC,-6.39697,35.393963,central
ZELEZETA,109941-5,public,Songwe,Mbozi DC,-9.000184,32.952395,shighland
ZEMAX,122107-6,private,Simiyu,Busega DC,-2.24262,33.853245,lake
ZENA,112608-5,private,Mbeya,Rungwe DC,-9.17042,33.53903,shighland
ZENER VICTORY,114408-8,private,Singida,Manyoni DC,-6.35674,35.21534,central
ZENETI,111634-2,public,Tanga,Muheza DC,-5.22188,38.65671,coastal
Zengerendete,109486-1,public,Njombe,Njombe TC,-9.35943,34.76002,shighland
ZEPISA,115086-1,public,Dodoma,Dodoma CC,-5.94584,35.92167,central
ZERUBABELI,121277-8,private,Mwanza,Ilemela MC,-2.50425,32.89888,lake
ZEZE,108414-4,public,Kigoma,Kasulu DC,-4.907705,30.059975,central
ZIADA,113169-7,private,Shinyanga,Kahama MC,-3.8358383,32.613308,lake
ZIBA,108415-1,public,Tabora,Igunga DC,-4.24146,33.40522,central
ZIBA,122193-6,private,Tabora,Igunga DC,-4.24016,33.40077,central
ZILLION,120904-8,private,Mwanza,Ilemela MC,-2.49238,32.90435,lake
Zimba,110224-3,public,Rukwa,Sumbawanga DC,-7.855676,31.825631,shighland
ZIMBILI,111480-0,public,Tanga,Lushoto DC,-4.43965,38.34425,coastal
Zinga,108417-7,public,Pwani,Bagamoyo DC,-6.53212,38.98666,coastal
ZINGA,112512-9,private,Pwani,Bagamoyo DC,-6.53562,38.97459,coastal
ZINGA KIBAONI,102581-6,public,Lindi,Kilwa DC,-9.45609,38.68395,southern
ZINGA MIGURUWE,104884-2,public,Lindi,Kilwa DC,-8.84775,38.8433,southern
ZINGIZIWA,108418-5,public,Dar Es Salaam,Ilala MC,-7.04637,39.09011,coastal
ZION,114217-3,private,Dodoma,Dodoma CC,,,central
ZION,114465-8,private,Simiyu,Maswa DC,,,lake
ZION HEALTH LABORATORY,120653-1,private,Kilimanjaro,Moshi DC,,,northern
ZIRAI,108419-3,public,Tanga,Muheza DC,-4.98327,38.65624,coastal
ZIWANI,108420-1,public,Mtwara,Mtwara DC,-10.342816,40.23929,southern
ZOBOGO,108422-7,public,Shinyanga,Shinyanga DC,-3.81722,33.1145,lake
ZOGOLO,108423-5,public,Tabora,Nzega TC,-4.0983,33.1506,central
ZOISA,108425-0,public,Dodoma,Kongwa DC,-5.688316,36.399796,central
ZOISSA SDA,122087-0,private,Dodoma,Kongwa DC,,,central
Zombo,108426-8,public,Morogoro,Kilosa DC,-6.96667,36.92167,coastal
ZOMOLA,120553-3,private,Dar Es Salaam,Ubungo MC,,,coastal
ZONGOMELA,108427-6,public,Shinyanga,Kahama MC,-3.86153,32.552065,lake
ZOOM EYE CARE,114188-6,private,Dar Es Salaam,Ilala MC,-6.80911,39.28349,coastal
ZUGIMLOLE,108429-2,public,Tabora,Kaliua DC,-5.32517001,31.652449001,central
ZUKHANY,121395-8,private,Dar Es Salaam,Ilala MC,,,coastal
ZULU,114182-9,private,Dar Es Salaam,Temeke MC,,,coastal
ZULU,111940-3,private,Dar Es Salaam,Ubungo MC,-6.80301,39.12629,coastal
Zumbe,121696-9,private,Tanga,Tanga CC,-5.10515,39.05453,coastal
ZUNZULI,108430-0,public,Shinyanga,Shinyanga DC,-3.32421,32.83933,lake
